Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""4980000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.980.000 TL</strong>",13 Aralık 2024,150,160m²,3+1,2,10,2,16-20 arası,,Klima,,,,Evet,,,,,,,,Ara Kat,Antalya
"<strong content=""6000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.000.000 TL</strong>",13 Aralık 2024,200,220m²,5+1,2,4,4,,Sıfır,Kombi (Doğalgaz),25.000  TL  (aylık),50  TL  (aylık),Boş,Evet,,,,,,,,Dubleks,Antalya
"<strong content=""2400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.400.000 TL</strong>",13 Aralık 2024,90,100m²,2+1,1,2,2,16-20 arası,İkinci El,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""11500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.500.000 TL</strong>",14 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,200,,Antalya
"<strong content=""7900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.900.000 TL</strong>",13 Aralık 2024,135,150m²,3+1,2,4,2,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""3950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.950.000 TL</strong>",13 Aralık 2024,80,95m²,2+1,1,5,Yüksek Giriş,4,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""2575000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.575.000 TL</strong>",13 Aralık 2024,75,85m²,1+1,1,3,Yüksek Giriş,2,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""5950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.950.000 TL</strong>",13 Aralık 2024,120,145m²,3+1,1,6,5,11-15 arası,,Klima,,750  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""10750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.750.000 TL</strong>",13 Aralık 2024,240,280m²,3+1,4,2,2,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""7900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.900.000 TL</strong>",13 Aralık 2024,135,150m²,3+1,2,4,2,5,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.950.000 TL</strong>",13 Aralık 2024,80,95m²,2+1,1,5,Yüksek Giriş,4,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",13 Aralık 2024,100,110m²,2+1,1,3,2,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""6450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.450.000 TL</strong>",12 Aralık 2024,145,160m²,3+1,1,4,1,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",12 Aralık 2024,55,63m²,1+1,1,7,7,6-10 arası,,Yok,,,Boş,Evet,,,Eşyalı (Mobilyalı),,Danışman,,,,Antalya
"<strong content=""8755000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.755.000 TL</strong>",12 Aralık 2024,100,110m²,2+1,2,5,2,11-15 arası,İkinci El,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""1749000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.749.000 TL</strong>",12 Aralık 2024,40,55m²,1+1,1,3,3,,New Building,Air Conditioner,,,Vacant,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",13 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""5100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.100.000 TL</strong>",12 Aralık 2024,45,50m²,1+1,1,4,1,,,Klima,,,,Hayır,,,,,,,,,Antalya
"<strong content=""5750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.750.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""10420000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.420.000 TL</strong>",12 Aralık 2024,150,210m²,3+1,2,2,Müstakil,,,Yok,,,,Hayır,,,,,,,,,Antalya
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",12 Aralık 2024,210,220m²,3+1,2,2,Müstakil,16-20 arası,,Klima,,,Boş,Evet,,,Eşyalı (Mobilyalı),,Danışman,,,Ara Dubleks,Antalya
"<strong content=""3400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.400.000 TL</strong>",12 Aralık 2024,50,60m²,1+1,1,4,1,,,Yok,,,,Hayır,,,,,,,,,Antalya
"<strong content=""8470000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.470.000 TL</strong>",12 Aralık 2024,120,123m²,2+1,2,4,3,,,Yok,,,,Hayır,,,,,,,,,Antalya
"<strong content=""46500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">46.500.000 TL</strong>",12 Aralık 2024,600,800m²,7+3,4,2,Bahçe katı,5,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""10750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.750.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,9,615,,Antalya
"<strong content=""5150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.150.000 TL</strong>",11 Aralık 2024,190,250m²,4+1,2,3,Kot 3,6-10 arası,İkinci El,Klima,,,Kiracılı,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Dubleks,Antalya
"<strong content=""9000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.000.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Antalya
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Antalya
"<strong content=""3625000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.625.000 TL</strong>",11 Aralık 2024,55,60m²,1+1,1,4,1,,New Building,Air Conditioner,,,Vacant,Yes,,,,,,,,Tek Kat,Antalya
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",10 Aralık 2024,120,135m²,3+1,1,3,Ara Kat,,Sıfır,Klima,20.000  TL  (aylık),50  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""2850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.850.000 TL</strong>",10 Aralık 2024,135,150m²,3+1,1,10-20 arası,8,6-10 arası,İkinci El,Klima,20.000  TL  (aylık),50  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""2250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.250.000 TL</strong>",10 Aralık 2024,90,100m²,2+1,1,4,Yüksek Giriş,,Sıfır,Klima,20.000  TL  (aylık),50  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",10 Aralık 2024,120,135m²,3+1,1,3,Ara Kat,,Sıfır,Klima,20.000  TL  (aylık),50  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.700.000 TL</strong>",10 Aralık 2024,73,90m²,2+1,1,10-20 arası,Bahçe katı,21-25 arası,İkinci El,Klima,,1.000  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Antalya
"<strong content=""5700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.700.000 TL</strong>",10 Aralık 2024,135,145m²,3+1,2,4,2,16-20 arası,İkinci El,Klima,18.000  TL  (aylık),300  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",10 Aralık 2024,135,150m²,3+1,2,7,4,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TL</strong>",10 Aralık 2024,125,135m²,3+1,1,2,Giriş Katı,0,Sıfır,Klima,,,Boş,Evet,Kat İrtifakı,,,Kat İrtifakı,İnşaat Geliştirici,33,1518,Giriş Kat,Antalya
"<strong content=""1650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.650.000 TL</strong>",12 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Antalya
"<strong content=""21500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">21.500.000 TL</strong>",9 Aralık 2024,400,450m²,6+1,2,3,,5,Sıfır,Kombi (Doğalgaz),,900  TL  (aylık),Boş,Evet,,,Eşyasız,,Danışman,4,20272,Tripleks,Antalya
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",9 Aralık 2024,90,110m²,2+1,1,3,1,1,İkinci El,Klima,20.000  TL  (aylık),,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""4950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.950.000 TL</strong>",9 Aralık 2024,43,50m²,1+1,1,3,Bahçe katı,,,Klima,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""4750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.750.000 TL</strong>",9 Aralık 2024,120,130m²,3+1,2,10-20 arası,5,0,Sıfır,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""2100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.100.000 TL</strong>",8 Aralık 2024,100,115m²,2+1,1,3,Giriş Katı,11-15 arası,,Yok,,,Boş,Evet,,,,,,,,,Antalya
"<strong content=""3600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.600.000 TL</strong>",8 Aralık 2024,100,110m²,2+1,1,3,3,0,Sıfır,Klima,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""3600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.600.000 TL</strong>",8 Aralık 2024,145,160m²,3+1,1,4,3,16-20 arası,İkinci El,Klima,25.000  TL  (aylık),,Mülk Sahibi,Evet,,,,,,6,9985,Tek Kat,Antalya
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",8 Aralık 2024,110,120m²,2+1,2,5,1,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.000.000 TL</strong>",8 Aralık 2024,50,55m²,1+1,1,4,2,,Sıfır,Klima,16.000  TL  (aylık),700  TL  (aylık),Kiracılı,Evet,,,Eşyalı (Mobilyalı),,Danışman,,,Ara Kat,Antalya
"<strong content=""2250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.250.000 TL</strong>",8 Aralık 2024,90,100m²,2+1,1,3,Yüksek Giriş,,Sıfır,Klima,,,Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""2975000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.975.000 TL</strong>",7 Aralık 2024,120,135m²,3+1,1,3,1,16-20 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Ara Kat,Antalya
"<strong content=""12300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.300.000 TL</strong>",6 Aralık 2024,160,190m²,3+1,2,3,2,6-10 arası,İkinci El,Klima,,,Boş,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,,,,Ara Kat,Antalya
"<strong content=""4625000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.625.000 TL</strong>",6 Aralık 2024,40,50m²,1+1,1,5,2,0,Sıfır,Klima,,,,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,,,,Ara Kat,Antalya
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",6 Aralık 2024,125,135m²,2+1,2,,,,,,,,,Evet,,,,,,,,Çatı Dubleksi,Antalya
"<strong content=""5750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.750.000 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,279,225,,Antalya
"<strong content=""22700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">22.700.000 TL</strong>",6 Aralık 2024,230,460m²,3+1,2,2,2,0,Sıfır,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Antalya
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",6 Aralık 2024,100,110m²,2+1,1,3,1,1,İkinci El,Klima,,,Kiracılı,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""3999000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.999.000 TL</strong>",6 Aralık 2024,130,140m²,3+1,1,4,Ara Kat,,Sıfır,Klima,20.000  TL  (aylık),50  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""5490000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.490.000 TL</strong>",6 Aralık 2024,135,145m²,3+1,2,5,Ara Kat,,Sıfır,Klima,20.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""4750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.750.000 TL</strong>",6 Aralık 2024,130,140m²,3+1,1,4,Ara Kat,,Sıfır,Klima,20.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Antalya
"<strong content=""7250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.250.000 TL</strong>",6 Aralık 2024,148,225m²,3+1,3,2,2,,New Building,Air Conditioner,,,Vacant,Yes,,,,,,,,Duplex,Antalya
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",6 Aralık 2024,125,135m²,2+1,1,4,2,Between 21-25,Second Hand,Air Conditioner,,,Vacant,Yes,,,,,,,,Tek Kat,Antalya
